Name	Annotation1	Annotation2	Annotation3	Annotation4	Comment	Annotation5	ReqLevel
WIS Reset Book 2					Reset 10 point, WIS		1
INT Reset Book 2					Reset 10 point, INT		1
Dummy Doll					Exempt from death penalty once		1
Phoenix Feather					Resurrect on death		1
Used Phoenix Feather					Feather that has already been used		1
My Shop Upgrade Kit					Increase max number of shop space by 5		1
My Shop Upgrade Kit 2					Increase max number of shop space by 10		1
Shop Sign: Wooden					Change your shop's sign with the wood effect		1
Shop Sign: Neon					Change your shop's sign with the neon effect		1
Shop Sign: Golden					Change your shop's sign with the gold effect		1
Shop Sign: Sunflower					Change your shop's sign with the sunflower effect		1
Shop Sign: Rose					Change your shop's sign with the rose effect		1
Shop Sign: Carnation					Change your shop's sign with the carnation effect		1
Shop Sign: Grape					Change your shop's sign with the grape effect		1
Shop Sign: Pickle					Change your shop's sign with the pickle effect		1
Shop Sign: Heart					Change your shop's sign with the heart effect		1
Shop Sign: Star					Change your shop's sign with the star effect		1
Shop Sign: Bat					Change your shop's sign with the bat effect		1
Shop Sign: Bandage					Change your shop's sign with the bandage effect		1
Shop Sign: Voodoo					Change your shop's sign with the voodoo effect		1
Shop Sign: Jack-o'-Lantern					Change your shop's sign with the Jack-o'-Lantern effect		1
Shop Sign: Oasis					Change your shop's sign with the oasis effect		1
Shop Sign: Lucky					Change your shop's sign with the lucky effect		1
Shop Sign: Golden Snake					Change your shop's sign with the golden snake effect		1
Shop Sign: Cat					Change your shop's sign with the cat effect		1
Shop Sign: Gold Coin					Change your shop's sign with the gold coin effect		1
Shop Sign: Ice					Change your shop's sign with the ice effect		1
My Shop: Cart					Change your shop into a cart		1
My Shop: Leather Tent					Change your shop into a leather tent		1
My Shop: Golden Tent					Change your shop into a golden tent		1
My Shop: Tent					Change your shop into a tent		1
My Shop: Wheelbarrow					Change your shop into a wheelbarrow		1
My Shop: Street Vendor					Change your shop into a street vendor		1
My Shop: Igloo					Change your shop into a igloo		1
My Shop: Carriage					Change your shop into a carriage		1
My Shop: Umbrella					Change your shop into a umbrella		1
My Shop: Shack					Change your shop into a shack		1
My Shop Robot					Automatically welcomes the shop customers		1
Item egg					Get item randomly!		1
Equipment egg					Get equipment item randomly!		1
Shout Megaphone					"Enable the ""Shout"" chat"		1
2x EXP Book					Receive 2x EXP when defeating monster		1
Orz					"Enable the ""Orz"" emotion"		1
Tantrum					"Enable the ""Tantrum"" emotion"		1
Shock					"Enable the ""Shock"" emotion"		1
Kiss					"Enable the ""Kiss"" emotion"		1
Tumble					"Enable the ""Tumble"" emotion"		1
Salute					"Enable the ""Salute"" emotion"		1
Dance					"Enable the ""Dance"" emotion"		1
Meh					"Enable the ""Meh"" emotion"		1
Hail					"Enable the ""Hail"" emotion"		1
Victory					"Enable the ""Victory"" emotion"		1
Excitement					"Enable the ""Excitement"" emotion"		1
Embarrassed					"Enable the ""Embarassed"" emotion"		1
Nauseous					"Enable the ""Nauseous"" emotion"		1
Punch					"Enable the ""Punch"" emotion"		1
Cancan Dance					"Enable the ""Cancan Dance"" emotion"		1
Play Dead					"Enable the ""Play Dead"" emotion"		1
Raspberry					"Enable the ""Raspberry"" emotion"		1
Taunt					"Enable the ""Taunt"" emotion"		1
OMG					"Enable the ""OMG"" emotion"		1
Conduct					"Enable the ""Conduct"" emotion"		1
My Shop: Phone Booth					Change your shop into a phone booth		1
My Shop: Ticket Booth					Change your shop into a ticket booth		1
My Shop: Sample Stand					Change your shop into a sample stand		1
My Shop: Hut					Change your shop into a hut		1
My Shop: Oasis					Change your shop into a oasis		1
My Shop: Begger					Change your shop into a begger		1
My Shop: Greeting Cat					Change your shop into a greeting cat		1
My Shop: Crystal Ball					Change your shop into a crystal ball		1
My Shop: Vending Machine					Change your shop into a vending machine		1
My Shop: UFO Catcher					Change your shop into a UFO catcher		1
Normal egg	913						1
Normal egg	1018						1
Normal egg	1101						1
Normal egg	1122						1
Special egg	913						1
Special egg	1018						1
Special egg	1101						1
Special egg	1122						1
Sailor school uniform egg (female)	913						1
Student egg (male)	913						1
Lady egg (female)	913						1
Gentleman egg (male)	913						1
Devil egg (female)	1018						1
Devil egg (male)	1018						1
Panda egg (female)	1101						1
Koala egg (male)	1101						1
Cow boy egg (female)	1122						1
Pirate egg (male)	1122						1
commemorative member's honor notebook					get the tittle 'bright shadow creater'		1
Title book 22					Get the title 'in break'		1
Title book 23					Ge the title 'leave me alone'		1
Title book 24					Get the title 'what?'		1
Title book 25					Get the title 'Meow'		1
Title book 26					Get the title 'really mad'		1
Title book 27					Get the title 'not happy'		1
Title book 28					Ge the title 'Halloween'		1
Title book 29					Get the title 'Give me candy!'		1
Title book 30					Get the tittle 'Unpopular'		1
Title book 31					Get the title 'Madly in Love'		1
Title book 32					Get the title 'Needs Love'		1
Title book 33					Get the title 'Good Match'		1
Title book 34					Get the title 'Easygoing'		1
Title book 35					Get the title 'Funny'		1
Title book 36					Get the title 'All Natural'		1
Title book 37					Get the title 'Happy New Year'		1
Title book 38					Get the title 'Good News'		1
Title book 39					Get the title 'Loves Gifts'		1
Title book 40					Get the title 'Gatekeeper'		1
Title book 41					Get the title 'Stay Away'		1
Title book 42					Get the title 'Ogre Parade'		1
Rod Egg wild with joy					Celebration of presentation of flower and gold coin		1
starlight spinning egg							1
bright shadow title list					get title bright shadow party		1
bright shadow red carpet pass							1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
	¤é¥»½s¸¹¡A¤£¨Ï¥Î						1
blue firework x5					get 5 blue fireworks		1
rose rain x5					get 5 rose rain		1
beach sandals (man)					keep beach sandals (man) for 7 days		1
beach sandals (woman)					keep beach sandals (woman) for 7 days		1
beach short pants (man)					keep beach beach short pants (man) for 7 days		1
beach short pants (woman)					keep beach short pants (woman) for 7 days		1
beach shirt (man)					keep beach shirt (man) for 7 days		1
bikini top (woman)					keep bikini top (woman) for 7 days		1
panda palm gloves (man)					keep panda palm gloves (man) for 7 days		1
cat palm gloves (woman)					keep cat palm gloves (woman) for 7 days		1
flashlight (dagger)					keep flashlight (dagger) for 7 days		1
teddy bear (dagger)					keep teddy bear (dagger) for 7 days		1
fishing pole (nonchakus)					keep fishing pole (nonchakus) for 7 days		1
chopsticks (bow)					keep chopsticks (bow) for 7 days		1
bat toad (7days)					keep bat toad for 7 days		1
back spirit (7days)					keep back spirit for 7 days		1
bat ball (7days)					keep bat ball for 7 days		1
complain pig (7days)					keep complain pig for 7 days		1
$10000 ancient coins					get $10000 ancient coins		1
Holy Chat					Skin your chat with the holy effect		1
Demon Chat					Skin your chat with the demon effect		1
Red Jello Chat					Skin your chat with the red jello effect		1
Yello Jello Chat					Skin your chat with the yellow jello effect		1
Blue Jello Chat					Skin your chat with the blue jello effect		1
Green Jello Chat					Skin your chat with the green jello effect		1
Spider Chat					Skin your chat with the spider effect		1
Crab Chat					Skin your chat with the crab effect		1
Sun Chat					Skin your chat with the sun effect		1
Bandage Chat					Skin your chat with the bandage effect		1
Gold Coin Chat					Skin your chat with the gold coin effect		1
Beetle Chat					Skin your chat with the beetle effect		1
Power Chat					Skin your chat with the power effect		1
Chocolate Chat					Skin your chat with the chocolate effect		1
Gold Chat					Skin your chat with the gold effect		1
Rainforest Chat					Skin your chat with the rainforest chat		1
Shop Sign: Ragged					Change your shop's sign with the ragged effect		1
Shop Sign: Sunset					Change your shop's sign with the sunset effect		1
Shop Sign: Message					Change your shop's sign with the message effect		1
Shop Sign: Bubble					Change your shop's sign with the bubble effect		1
Shop Sign: Leather					Change your shop's sign with the leather effect		1
Shop Sign: Iron					Change your shop's sign with the iron effect		1
Shop Sign: Gear					Change your shop's sign with the gear effect		1
Shop Sign: Flame					Change your shop's sign with the flame effect		1
Shop Sign: Frost					Change your shop's sign with the frost effect		1
Shop Sign: Animal Bone					Change your shop's sign with the animal bone effect		1
Shop Sign: Mirror					Change your shop's sign with the mirror effect		1
Shop Sign: Tailor					Change your shop's sign with the tailor effect		1
Shop Sign: Scroll					Change your shop's sign with the scroll effect		1
Shop Sign: Parchment					Change your shop's sign with the parchment effect		1
Shop Sign: Saloon					Change your shop's sign with the saloon effect		1
Shop Sign: Jello					Change your shop's sign with the jello effect		1
Shop Sign: Jewel					Change your shop's sign with the jewel effect		1
Shop Sign: Vending Machine					Change your shop's sign with the vending machine effect		1
Shop Sign: UFO Catcher					Change your shop's sign with the UFO catcher effect		1
Orz Firework					Shoot a Orz firework		1
D: Firework					Shoot a D: firework		1
SOS Firework					Shoot a HELP firework		1
Heartbroken Firework					Shoot a heartbroken firework		1
Thumb Up Firework					Shoot a thumb up firework		1
Thumb Down Firework					Shoot a thumb down firework		1
Scissor Firework					Shoot a scissor firework		1
Rock Firework					Shoot a rock firework		1
Paper Firework					Shoot a paper firework		1
No.1 Firework					Shoot a No.1 firework		1
Dove Firework					Shoot a dove firework		1
Crow Firework					Shoot a crow firework		1
Healthy Lamp Firework					"Shoot a ""Healthy"" lamp"		1
Love lamp					"produce lamp with ""love"" on it"		1
Friend lamp					"produce lamp with ""friendship"" on it"		1
lucky lamp					"produce lamp with ""lucky"" on it"		1
career lamp					"produce lamp with ""career"" on it"		1
Star Hands					Add the star effect around your hands		1
Star Feet					Add the star effect around your legs		1
Fire Hands					Add the fire effect around your hands		1
Fire Feet					Add the fire effect around your feet		1
Flash Hands					Add the flash effect around your hands		1
Flash Feet					Add the flash effect around your feet		1
Rain Cloud					Add the rain cloud effect on your character		1
Thunderstorm					Add the thunderstorm effect on your character		1
Spark					Add the spark effect on your character		1
Stray Fly					Add the stray fly effect on your character		1
Butterfly					Add the butterfly effect on your character		1
Nine Tailed fox					Add the nine tailed fox effect on your character		1
Sword Dance					Add the Sword Dance effect on your character		1
Gold Rain					Rain beautiful gold		1
Hail Rain					Rain hail		1
Sun Rain					Rain beautiful sun		1
Moon Rain					Rain beautiful moons		1
Star Rain					Rain beautiful stars		1
Wing Rain					Rain beautiful wings		1
Big Rain Drops					Rain big rain drops		1
Green Fruit Rain					Rain green fruits		1
Phone Rain					Rain mobile phones		1
Old Shoe Rain					Rain old shoes		1
Can Rain					Rain rusty cans		1
Snake Rain					Rain scary snakes		1
Scorpion Rain					Rain scary scorpions		1
Spider Rain					Rain scary spiders		1
Vegetable Rain					Rain healthy vegetables		1
Colorfun Rain					Create colorful rain		1
Ice Cream Rain					Rain delicious ice creams		1
Capsule Rain					Rain mysterious capsules		1
Tetris Rain					Rain tetris blocks		1
Pig Rain					Rain cute pigs		1
Male hair style changing gel 14					Side parted pointy hair		1
Male hair style changing gel 15					Center wing		1
Male hair style changing gel 16					Airy light		1
Male hair style changing gel 17					Long bang		1
Hairstyle: Center Straight					Change your hairstyle to Center Straight		1
Female hair style changing gel 14					Gothic straight		1
Female hair style changing gel 15					Natural curl		1
Female hair style changing gel 16					Fluffy long		1
Female hair style changing gel 17					Bouncy pig tail		1
Female hair style changing gel 18					Crimson red ribbon-ed long pony tail		1
Love Stationary					write on love stationery, one page for each letter		1
Clover Stationary					write on clover stationery, one page for each letter		1
Spirit stationery					write on spirit stationery, one page for each letter		1
Sky Stationary					write on sky stationery, one page for each letter		1
Woodgrain Stationary					write on wooden pattern stationery, one page for each letter		1
Clear Sky Stationary					write on sunny stationery, one page for each letter		1
Amethyst Stationary					write on purple Crystal stationery, one page for each letter		1
Birthday Stationary					write on birthday cake stationery, one page for each letter		1
New Year Stationary					write on happy new year stationery, one page for each letter		1
Black Skull Stationary					write on black skull stationery, one page for each letter		1
8888 Ancient currency					Enable to obtain 8888 ancient currency		1
Love heart egg							1
Break heart egg							1
Mouse key							1
Mouse gift money							1
Carp ball					Chasing carp pack gacha		1
Potting Soil					When plant with 'flower seed', sprout		1
Fertilizer					When plant with 'flower seed', grows 2 to 3 times		1
Nutritional agent					When plant with 'flower seed', growing speed Increase 3 times		1
Dive bubble					Without time limit, able to go sealed water way of the earth after 'low tide'		1
G-Man costume spinning egg					able to get one part of G-Man's costume		1
G-Woman costume spinning egg					able to get one part of G-Woman's costume		1
fashion pet egg					able to get one fashion pet in 7/30/365 days		1
antique pet egg					able to get one antique pet in 7/30/365 days		1
hot boy							1
hot girl							1
exotic boy							1
exotic girl							1
exotic girl							1
STR Reset Book 3					Reset 99 point, STR		1
CON Reset Book 3					Reset 99 point, CON		1
AGI Reset Book 3					Reset 99 point, AGI		1
DEX Reset Book 3					Reset 99 point, DEX		1
WIS Reset Book 3					Reset 99 point, WIS		1
INT Reset Book 3					Reset 99 point, INT		1
Quick Recovery					Increase HP recovery speed by 30% for 3600 seconds		1
Quick Recovery II					Increase HP recovery speed by 60% for 3600 seconds		1
Quick Recovery III					Increase HP recovery speed by 100% for 3600 seconds		1
Phoenix Feather II					Revive once, Increase HP 50%		1
Phoenix feather III					Revive once, Increase HP 75%		1
Amount of medicine in possession					Increase amount of possession limit to 1000, continuous 18000 seconds		1
Power medicine					Increase amount of possession limit to 2000, continuous 18000 seconds		1
God power					Increase amount of possession limit to 3000, continuous 18000 seconds		1
Morph medicine-Twins					Morph medicine to transform Mummy Twins		1
Morph medicine- Kappearl					Morph medicine to transform Kappearl		1
Morph medicine- Harpie					Morph medicine to transform Harpie		1
Morph medicine- Drappa					Morph medicine to transform Drappa		1
Morph medicine- Slyjellie					Morph medicine to transform Slyjellie		1
Morph medicine- Flame					Morph medicine to transform Flame		1
Morph medicine- Weasol					Morph medicine to transform Weasoel		1
Morph medicine- Prime minister of magical book					Morph medicine to transform Prime minister of magical book		1
Morph medicine- Fran-kun					Morph medicine to transform Fran-kun		1
Morph medicine- Gobb					Morph medicine to transform Gobb		1
Morph medicine- Water drip					Morph medicine to transform Water drip		1
Morph medicine- Full moon mighty					Morph medicine to transform Full moon mighty		1
Morph medicine- Ground spider					Morph medicine to transform Ground spider		1
Morph medicine- Red ogre					Morph medicine to transform Red ogre		1
Morph medicine- Breezy					Morph medicine to transform Breezy		1
Morph medicine- Bakko					Morph medicine to transform Bakko		1
Morph medicine- Urry					Morph medicine to transform Urry		1
Morph medicine- Leaf					Morph medicine to transform Leaf		1
Morph medicine- Raccoon					Morph medicine- Raccoon		1
Morph medicine to transform Harpie					Morph medicine- Foot soldier		1
Morph medicine to transform Mummy chan					Morph medicine- Mummy-chan		1
Smart Blue Potion					Decrease the MP cost of spells		1
SP decrease medicine					Medicine to consume SP		1
Samurai spinning egg (man)							1
Samurai spinning egg (woman)							1
sport suit spinning egg (man)							1
sport suit spinning egg (woman)							1
old workout combo					select one of A, B, C, D workout combos		1
old progressive workout combo					select one of A, B, C, D progressive workout combos		1
workout combo A							1
workout combo B							1
workout combo C							1
workout combo D							1
progressive workout combo A							1
progressive workout combo B							1
progressive workout combo C							1
progressive workout combo D							1
2x EXP Book-gift					All EXP earned from monsters will be doubled when item is active.		1
Summon merchant book					Open shop window enable to sell item in possession		1
Summon equipment merchant book					Open shop window enable to sell item in possession, purchase basic item		1
Summon equipment merchant book II					Open shop window enable to sell item in possession, purchase basic item		1
Enhancement Amulet					Increase the success rate of enhancing an item.		1
Item protection amulet					Protect the item when enhancing fails, the rate of protection back to 0		1
Book of mail expansion					Increase receiving tray limit 60, expand to 400 maximum		1
Player Teleport					Teleport to the player's destination. Cannot teleport to Quest Map.		1
Hide medicine					Become half transparency and monster cannot attack you, seen by other user		1
Enhancement Amulet					Increase the success rate of enhancing an item.		1
value outlaw spinning egg (woman)					chance to win luxury outlaw costume		1
outlaw costume (man)					permanent man outlaw costume		1
outlaw costume (woman)					permanent woman outlaw costume		1
gentleman costume spinning egg (man)					get one week or permanent two part of gentleman costume		1
sailor costume spinning egg (woman)					get one week or permanent two part of sailor costume		1
kendo costume spinning egg (man)					get one week or permanent two part of kendo costume		1
kendo costume spinning egg (woman)					get one week or permanent two part of kendo costume		1
demon spinning egg (man)					get one week or permanent two part of demon costume		1
demon spinning egg (woman)					get one week or permanent two part of demon costume		1
japanese minister spinning egg (man)					get one week or permanent two part of japanese minister costume		1
japanese witch spinning egg (woman)					get one week or permanent two part of japanese witch costume		1
secret agent spinning egg (man)					get one week or permanent two part of secret agent costume		1
secret agent spinning egg (woman)					get one week or permanent two part of secret agent costume		1
sleeping suit spinning egg (man)					get one week or permanent two part of sleeping suit costume		1
maid spinning egg (woman)					get one week or permanent two part of maid costume		1
black suit spinning egg (man)					get one week or permanent two part of black suit costume		1
black suit spinning egg (woman)					get one week or permanent two part of black suit costume		1
cowboy spinning egg (man)					get one week or permanent two part of cowboy costume		1
metal fighter spinning egg (woman)					get one week or permanent two part of metal fighter costume		1
racing car spinning egg (man)					get one week or permanent two part of racing car costume		1
racing car spinning egg (woman)					get one week or permanent two part of racing car costume		1
fashion pet egg					get one 30days/365days/permanent fashion pet		1
antique pet egg					get one 30days/365days/permanent antique pet		1
cool headdress spinning egg (man)					chance to win permanent special functional headdress		1
cool headdress spinning egg (woman)					chance to win permanent special functional headdress		1
Pterosauria spinnging egg					chance to win Pterosauria ride		1
spirit cloud spinning egg					chance to win spirit cloud		1
mobile material spinning egg					chance to win mobile material		1
basic mobile combo					basic mobile combo series		1
progressive mobile combo					progressive mobile combo series		1
luxury mobile combo					luxury mobile combo series		1
basic material combo					basic mobile material		1
progressive material combo series					progressive mobile material		1
special single sword combo					7 pieces 7 days single sword skins		1
special two hands weapon combo					7 pieces 7 days two hands weapon skins		1
icelight gift box (1)					chance to win stealth ghost knight wrap		1
icelight gift box (1)					chance to win stealth beast Gamila wrap		1
icelight gift box (1)					chance to win stealth giant ice spirit wrap		1
surprise egg					wish to receive gifts all the time		1
Samurai combo-gift					Samurai combo (7days)		1
recover seal-gift					HP recover speed is Increased 30% for 3600 seconds		1
progressive immortal bird feather-gift					able to revive immediately in the scene with 50% HP recovery		1
white head tiger seal-gift					double click and summon white head tiger as ride, moving speed Increased		1
rush wolf-gift					double click and summon rush wolf as ride, moving speed Increased		1
2x EXP Book-gift					All EXP earned from monsters will be doubled when item is active.		1
immortal bird feather-gift					able to revive immediately in the scene		1
spirit bottle-gift					necessary material for spirit medicine, requires related skills		1
body double kid-gift					able to waive the death experience punishment		1
restart scroll-gift					able to send player to restart point		1
transmission to flashing thunder valley-gift					able to send to flashing thunder valley		1
transmission to holy crater-gift					able to send to holy crater		1
red liquid medicine-gift					able to Increase 1600 HP		1
blue liquid medicine-gift					able to Increase 800 HP		1
VAIO							1
W910i							1
SONY MP3							1
CD PLAYER							1
GASH 100 POINTS							1
GASH 50 POINTS							1
lovely baby lion					chance to have lovely baby lion (30days)		1
silly cat					chance to have silly cat (30days)		1
cute girl combo spinning egg (woman)					chance to have cute girl combo (permanent)		1
college combo spinning egg (man)					chance to have college combo (permanent)		1
bikini combo spinning egg (woman)					chance to have bikini combo (permanent)		1
beach combo spinning (man)					chance to have beach combo (permanent)		1
secret agent combo spinning egg (woman)					chance to have secret agent combo (permanent)		1
secret agent combo spinning egg (man)					chance to have secret agent combo (permanent)		1
masked fighter combo spinning egg (woman)					chance to have masked fighter combo (permanent)		1
masked fighter combo spinning egg (man)					chance to have masked fighter combo (permanent)		1
nurse combo spinning egg (woman)					chance to have nurse combo (permanent)		1
doctor combo spinning egg (man)					chance to have doctor combo (permanent)		1
pirate combo spinning egg (woman)					chance to have pirate combo (permanent)		1
pirate combo spinning egg (man)					chance to have pirate combo (permanent)		1
cowboy combo spinning egg (woman)					chance to have cowboy combo (permanent)		1
cowboy combo spinning egg (man)					chance to have cowboy combo (permanent)		1
shining cat combo (woman)					chance to have shining cat (permanent)		1
satan cat combo (man)					chance to have satan cat (permanent)		1
woman diving combo					dragon boat festival combo		1
man diving combo					dragon boat festival combo		1
Permit usage of storage					Enable to move items in and out, open own storage		1
temporary magic stamp					able to deliver mail instantly		1
Discount Card					Enable purchase common item with 1% discount		1
Sealed membership					Enable purchase item shop with 1% discount		1
Holy purification water					Enable erase partial minus area on body		1
power detector spinning egg					have chance to win power detector		1
plastic surgery combo (man)					have chance to win plastic surgery products for man		1
plastic surgery (woman)					have chance to win plastic surgery products for woman		1
Samurai suit combo spinning egg (man)					have chance to win Samurai suit combo for man		1
Samurai suit combo (man)					get permanent Samurai suit combo for man		1
Samurai suit combo spinning egg (woman)					have chance to win Samurai suit combo for woman		1
Samurai suit combo (woman)					get permanent Samurai suit combo for woman		1
animal leather combo spinning egg (man)					have chance to win animal leather combo for man		1
animal leather combo (man)					get permanent animal leather combo for man		1
animal leather combo spinning egg ( woman)					have chance to win animal leather combo for woman		1
animal leather combo (woman)					get permanent animal leather combo for woman		1
luxury bandage combo spinning egg (man)					have chance to win luxury bandage combo for man		1
luxury bandage combo (man)					get permanent luxury bandage combo for man		1
luxury bandage combo spinning egg (woman)					have chance to win luxury bandage combo for woman		1
luxury bandage combo (woman)					get permanent luxury bandage combo for woman		1
massage medicine comob					get permanent massage medicine		1
energy drink combo					get permanent energy drink		1
extra points combo					get permanent extra points tools		1
workout combo					get permanent workout products		1
progressive workout combo					get permanent progressive workout products		1
functional headress spinning egg (man)					get permanent functional headress		1
functional headress spinning egg (woman)					get permanent functional headress		1
permanent single sword spinning egg					get permanent single sword skins		1
permanent two hand cane spinning egg					get permanent two hand cane skins		1
permanent bow spinning egg					get permanent bow skins		1
super enhance spell					able to double the effect of mobile suit		1
nine tailed fox medicine					able to become nine tailed fox, moving speed Increased		1
buffy medicine					able to become buffy, physical offense Increased, consuming SP		1
bull fighter medicine					able to become full fighter, physical offene Increased, consuming SP		40
armored god medicine					able to become armored god, have better physical defense		40
snow monster medicine					able to become snow monster, have better magical defense		40
giant angel medicine					able to become giant angel, have blood supply		40
Morph medicine-monkey king					Transform to monkey king, attack area		50
Morph medicine-Skanda					Transform to Skanda, enable attack magical area		50
Morph medicine ¡V Tengu					Tranform to Tengu, Increase party member's attacking power and defense, level limit ;50		50
halloween candy spinning egg					one time only, spinning egg with all kinds of halloween candies inside		1
Extended Battle Card Summon (10)					Enable the option to extend your battle summon to 3 hours, ten times.		1
stealth medicine					invisible to monsters, can be seen by player for 10 minutes		1
holy crater transmitter					unlimited transmission to holy crate for 7 days		1
purchase store call card gift					able to open a store to sell equipments		1
golden surprise egg gift					get 2 tools randomly		1
silver surprise egg gift					get on tools randomly		1
body double kid gift					waive death experience punishment		1
four leaves clover stationary gift					writer with for leaves clover stationary		1
restart point scroll					able to send player to restart point		1
life enhance medicine gift					Increase HP by 1000 points for 15 minutes		1
mind support medicine					Increase MP 1000 points for 15 minutes		1
Blessing amulet					enable to purchase lucky bag		1
Good luck amulet					Increase drop scale of limited new year item		1
New year lucky bag					Joy bag randomly give special item		1
New year lucky bag					Joy bag randomly give special item		1
New year firework					The fire work that says happy new year		1
Reindeer's bell					Item to summon reindeer, after the usage disappears		1
Ogre spirit's box					Mysterious treasure box obtainable at tower of ruins		1
Ogre spirit's box					Mysterious treasure box obtainable at tower of ruins		1
Ogre spirit's box					Mysterious treasure box obtainable at tower of ruins		1
Ogre spirit's box					Mysterious treasure box obtainable at tower of ruins		1
Ogre spirit's box					Mysterious treasure box obtainable at tower of ruins		1
pure white nun suit spinning egg (woman)					get pure white nun suit		1
priest suit spinning egg (man)					get preist suit		1
warm suit spinning egg (woman)					get warm suit for woman		1
warm suit spinning egg (man)					get warm suit for man		1
wafuku suit spinning egg (woman)					get wafuku suit for woman		1
wafuku suit spinning egg (man)					get wafuku suit for man		1
professional soldier card spinning egg					get professional soldier card		1
hunter card spinning egg					get hunter card		1
strategist card spinning egg					get strategist card		1
saint card spinning egg					get saint card		1
holy knight card spinning egg					get holy knight card		1
senior hunter card spinning egg					get senior hunter card		1
magician card spinning egg					get magician card		1
holy spirit card spinning egg					get holy spirit card		1
guardian angel card spinning egg					get gaudian angel card		1
earth angel card spinning egg					get earth angel card		1
ghost card spinning egg					get ghost card		1
experience blessing scroll					get from lottery egg, able to exchange for experience points with princess eve		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
civilization blessing bag					chance to have bonus tools in the bag		1
Trick box					Fun box with gimmick created by craftsman		1
Hairstyle: Traditional Half-Up					Change your hairstyle to Traditional Half-Up		1
INT Reset Book 1 (non trade)					Reset 5 INT points		1
STR Reset Book 1 (non trade)					Reset 5 STR points		1
Wolf fang (basic pattern)					Wolf's sharp fang shines		1
Wolf's ear					Triangle shaped wolf ear, rough fur		1
Golden wolf's fur					Golden colored wolf ear, smooth touch		1
Wolf fang (basic pattern)					Wolf's shart fang, how many victims?		1
Necklace (basic pattern)					Leather necklace, gleam with golden stopper		1
Wolf tail (basic patten)					Big thick tail with flully fur		1
Dirty bandage (basic pattern)					Dirty worn-out bandage		1
Band-aid (basic pattern)					Skin colored band-aid, used		1
Tape (basic pattern)					Tape to secure bandage, but used, no adhesive		1
Dirty handkerchief (basic pattern)					Dirty blue handkerchief		1
Ragged butterfly tie (basic pattern)					Almost untied red butterfly tie		1
Dirt urn (basic pattern)					Ceramic small vase, has flower print on top		1
Sacred beetle (basic pattern)					Gleaming black colored beetle shell, bigger than usual		1
Pink bandage (basic pattern)					Soft pink bandage, neatly wrapped		1
Cursed ring (basic pattern)					Ring engraved with unknown curse spell		1
Dwarf's coffin (basic pattern)					Palm sized coffin, assumed to be dwarf's		1
Rough paper (basic pattern)					Dark yellowed paper, tied by rope		1
Pumpkin vine (basic pattern)					Pumpkin vine, green with leaf		1
Pumpkin seed (basic pattern)					Green pumpkin seed, 1 set is 36 seeds		1
Pumpkin liquid (basic pattern)					Orange liquid contained in glass jar		1
Pumpkin pie (basic pattern)					Round and just baked pie		1
Pumpkin candy (basic pattern)					Traditional pumpkin eatery		1
Jiang shi doll (basic pattern)					Palm sized doll, simple made		1
Torn spell (basic pattern)					Yellowed torn spell		1
Jade fragment (basic pattern)					Jade fragment with shiny flower engrave		1
Protection mirror (basic pattern)					Has flower engrave but foggy, able to wear with the string		1
Copper button (basic pattern)					Copper bottom on Jiag shi's belt		1
Bell (basic pattern)					Cute golden bell, broken and no sound		1
Red scarf (basic pattern)					Red scarf woven with wool		1
Steel gloves (basic pattern)					Metal glove knight prefer, bit of rust		1
Armor (basic pattern)					Armor Durahan carries in had, head is important		1
Body armor (basic pattern)					Metal protruded on surface, armor to protect knight's shoulder		1
Soul Crystal (basic pattern)					Crystal ball of Knights clan's grudge concentration, with its shiny beam, attack eyes		1
