Name	Title	Comment	ChatText1	ChatText2	ChatText3
Cello	Seal Tower Investigation Team	Seal Tower NPCP0014 Individual Quest Level 36 ~ 50			
Flute	Seal Tower Investigation Team	Seal Tower NPCP0008 Individual Quest Level 51 ~ 70			
Traba	Seal Tower Investigation Team	Seal Tower NPCP0008 Individual Quest Level 46 ~ 50			
Clarine	Seal Tower Investigation Team	Seal Tower NPCP0008 Individual Quest Level 61 ~ 70			
Horn	Seal Tower Investigation Team	Seal Tower NPCP0008 Individual Quest Level 70 and above			
Tron	Seal Tower Investigation Team	Seal Tower NPCP0008 Individual Quest Level 80 and above			
Timpa	Seal Tower Investigation Team	Seal Tower NPCP0008 Individual Quest Level 66 ~ 70			
Sax	Seal Tower Investigation Team	Seal Tower NPCP0008 Individual Quest Level 71 ~ 75			
Trum	Seal Tower Investigation Team	Seal Tower NPCP0013 Individual Quest Level 76 ~ 80			
Exploration Diary		Area2243 NPCE0094 thick book			
West Room Monument		Quest Map 2243 NPCE0089			
North Room Monument		Quest Map 2243 NPCE0089			
East Room Monument		Quest Map 2243 NPCE0089			
South Room Monument		Quest Map 2243 NPCE0089			
Monument		Quest Map 2243 NPCE0089			
					
					
					
					
		Spiritual Land NPCE0091 Cloud ball grass			
		Lost Cave B4 Monster jar1 NPCE0096			
		Lost Cave B4 Monster jar2 NPCE0096			
		Lost Cave B4 Monster jar3 NPCE0096			
		Lost Cave B4 Monster jar4 NPCE0096			
		Lost Cave B4 Monster jar5 NPCE0096			
		Deep Lab B3 Book1 NPCE0094			
		Deep Lab B3 Book2 NPCE0094			
		Deep Lab B3 Book3 NPCE0094			
		Holy Plain ring box NPCE0095			
		Wastelands Water Plant1 NPCE0091			
		Wastelands Water Plant2 NPCE0091			
		Wastelands Water Plant3 NPCE0091			
		Wastelands Water Plant4 NPCE0091			
		Wastelands Water Plant5 NPCE0091			
		Wastelands Water Plant6 NPCE0091			
		Suspicious Hill south west of Saint Bay NPCE153			
		Fighter Tombstone Spectre Isle NPCE0089			
		Skeleton Mountain, Hira Castle 1F front of the gate.			
		Nameless Tombstone Spectre Isle NPCE0089			
		Hawk Nest north east of Saint Bay NPCE0152			
		Colored Crystal Quest Map NPCE0098			
		Jack in the box NPCE0154			
		Saint Statue, Ekomi Railroad Center front of the gate.			
		Dragon Skeleton Ice CaveB1 NPCE0160			
		Shell from Black Sea, near Manas Ice Field			
		Purple grass Tasla Field (Sky Break Gigantes) npce0091			
		Fruit tree Tasla Field -Illusion Ahriman ! npce0090			
					
		Oak box Deep Lab  BF2¡÷B1(1000 Blade Killer) npce0095			
		Evil Spirit Treasure Quest Map NPCE0154			
		Maple Box Deep Lab  BF2¡÷B1(1000 Blade Killer) npce0095			
		Amethyst Cave(North) npce0094			
		Vanhell gate npce0158			
Mysterious Totem		Intent to Murder (Individual)npce0165			
		Sacred Hilltop npce0096			
		Amethyst Cave(North)npce0097			
		Amethyst Cave(South)SouthWest npce0097			
		Castle 3F npce0163			
		Fallen Vanhell gate npce0158			
Legendary Holy Physics		Waterfall Tunnel(Individual) npce0094			
Blood Sample Jar		Battle of the 4 symbols(Individual)npce0096			
		side room on the second floor of corpse church NPCE0211 medical box			
		birds fly to southwest NPCE0157 roger's tomb			
		birds fly to north NPCE 0097 ice crystal			
		birdsy fly to southwest NPCE0098 color crystal			
					
					
					
					
					
					
		Saint Bay npce0146			
		Deep Lab  BF1 npce0094			
		Cursed Desert Emergency Kit			
		Cursed Desert Tag			
		Underworld Castle  1F Green Crystal Ball			
		Underworld Castle  2F Green Crystal Ball			
		Underworld Castle  Keep  Green Crystal Ball			
		Mystique Pyramid 1F Mysterious Treasure			
		Mystique Pyramid 2F Life and Death Jar			
		Mystique Pyramid 3F Locked Room Switch Pillar			
		Mysterious Sanctuary Namu's Grave Treasure Box			
		Death Valley Demon Stiletto			
		Mirage Oasis Locked Room Cursed Pillar			
		Southwest of Holy Meteor Plateau - Treasure Box			
		Holy Meteor Plateau - Crystal Column			
		Amethyst Cave Spirit Crystal Group NPCE0097			
		Amethyst Cave Spirit Crystal Group NPCE0097			
		Amethyst Cave High Quality Spirit Crystal Group NPCE0097			
		Amethyst Cave High Quality Spirit Crystal Group NPCE0097			
		Amethyst Cave Very High Quality Spirit Crystal Group NPCE0097			
		Amethyst Cave Very High Quality Spirit Crystal Group NPCE0097			
		Engraved Pebble Message			
		Ripen tree(design and color can be anything as long as it can be distinguished between field color)			
					
		Meteor Pit Pot			
		Thunder Hill Pot			
		Crystal Cluster npce0097			
		Ice Cave B1 Falling Ice man Crystal Cluster npce0097			
		Ice Cave B1 Young Asura Crystal Cluster npce0097			
		Manas Ice Field  Freezed Lizardman Crystal Cluster npce0097			
		Manas Ice Field  One Eye Beast Crystal Cluster npce0097			
		Mort Snowfield Mega Griffin Crystal Cluster npce0097			
		Mort Snowfield Snow Monster Grandma Crystal Cluster npce0097			
		Mort Snowfield Mini Altar npce147			
		Mort Snowfield Mini Altar npce147			
		Mort Snowfield Mini Altar npce147			
		Mort Snowfield Mini Altar npce147			
		Mort Snowfield Mini Altar npce147			
		Manas Ice Field  Bear Totem Pole npce164			
		Manas Ice Field  Hawk Totem Pole npce164			
		Manas Ice Field  Wolf Totem Pole npce164			
		Manas Ice Field  Jaguar Totem Pole npce164			
		Manas Ice Field  Lion Totem Pole npce164			
		Amethyst Cave Spirit Crystal Group NPCE0097			
		Amethyst Cave Spirit Crystal Group NPCE0097			
		Amethyst Cave High Quality Spirit Crystal Group NPCE0097			
		Amethyst Cave High Quality Spirit Crystal Group NPCE0097			
		Amethyst Cave Very High Quality Spirit Crystal Group NPCE0097			
		Amethyst Cave Very High Quality Spirit Crystal Group NPCE0097			
		Waterfall Tunnel Plant Root¢¹ npce0212			
		Waterfall Tunnel Plant Root¢¹ npce0212			
		Waterfall Tunnel Plant Root¢¹ npce0212			
		Waterfall Tunnel Plant Root¢¹ npce0212			
		Waterfall Tunnel Plant Root¢º npce0212			
		Waterfall Tunnel Plant Root¢º npce0212			
		Waterfall Tunnel Plant Root¢º npce0212			
		Waterfall Tunnel Plant Root¢º npce0212			
		Waterfall Tunnel Plant Root¢» npce0212			
		Waterfall Tunnel Plant Root¢» npce0212			
		Waterfall Tunnel Plant Root¢» npce0212			
		Waterfall Tunnel Plant Root¢» npce0212			
		Sandfall Maze Trade Squad's Load¢¹ npce0151			
		Sandfall Maze Trade Squad's Load¢¹ npce0151			
		Sandfall Maze Trade Squad's Load¢¹ npce0151			
		Sandfall Maze Trade Squad's Load¢¹ npce0151			
		Sandfall Maze Trade Squad's Load¢º npce0151			
		Sandfall Maze Trade Squad's Load¢º npce0151			
		Sandfall Maze Trade Squad's Load¢º npce0151			
		Sandfall Maze Trade Squad's Load¢º npce0151			
		Sandfall Maze Trade Squad's Load¢» npce0151			
		Sandfall Maze Trade Squad's Load¢» npce0151			
		Sandfall Maze Trade Squad's Load¢» npce0151			
		Sandfall Maze Trade Squad's Load¢» npce0151			
					
					
					
					
					
					
					
					
					
					
					
					
					
		Relic from the southeastern coast, Thunder Grassland. A wooden box.			
		Hira Castle 2F(NorthEast)Sealed Stone Pillar  npce0165			
		Hira Castle 2F(NorthWest)Sealed Stone Pillar  npce0165			
		Hira Castle 2F(SouthWest)Sealed Stone Pillar  npce0165			
		Hira Castle 2F(SouthEast)Sealed Stone Pillar  npce0165			
		Keep(NorthEast)Sealed Stone Pillar  npce0165			
		Keep(NorthWest)Sealed Stone Pillar  npce0165			
		Keep(SouthWest)Sealed Stone Pillar  npce0165			
		Keep(SouthEast)Sealed Stone Pillar  npce0165			
	Wooden Box	Wooden box			
		Tower of Ruins 1F_Bulletin Board			
		Tower of Ruins 1F_Treasure Box			
		Tower of Ruins 2F_Bulletin Board			
		Tower of Ruins 2F_Treasure Box			
		Tower of Ruins 3F_Bulletin Board			
		Tower of Ruins 3F_Treasure Box			
		Tower of Ruins 4F_Bulletin Board			
		Tower of Ruins 4F_Treasure Box			
		Tower of Ruins 5-1F_Bulletin Board			
		Tower of Ruins 5-1F_Treasure Box			
		Tower of Ruins 5-2F_Bulletin Board			
		Tower of Ruins 5-2F_Treasure Box			
		Tower of Ruins 5-3F_Bulletin Board			
		Tower of Ruins 5-3F_Treasure Box			
Ruins Gate		Tower of Ruins 1F_Ruins Gate			
Ruins Gate		Tower of Ruins 2F_Ruins Gate			
Ruins Gate		Tower of Ruins 3F_Ruins Gate			
Ruins Gate		Tower of Ruins 4F_Ruins Gate			
Ruins Gate		Tower of Ruins 5F-1_Ruins Gate			
Ruins Gate		Tower of Ruins 5F-2_Ruins Gate			
Ruins Gate		Tower of Ruins 5F-3_Ruins Gate			
		Welcome to Tower of Ruins			
		Tower of Ruins 6F_Bulletin Board			
		Tower of Ruins 6F_Treasure Box			
Ruins Gate		Tower of Ruins 6F_Ruins Gate			
		Tower of Ruins 7F_Bulletin Board			
		Tower of Ruins 7F_Treasure Box			
Ruins Gate		Tower of Ruins 7F_Ruins Gate			
		Tower of Ruins 8F_Bulletin Board			
		Tower of Ruins 8F_Treasure Box			
Ruins Gate		Tower of Ruins 8F_Ruins Gate			
		Tower of Ruins 9F_Bulletin Board			
		Tower of Ruins 9F_Treasure Box			
Ruins Gate		Tower of Ruins 9F_Ruins Gate			
		Tower of Ruins 10-1F_Bulletin Board			
		Tower of Ruins 10-1F_Treasure Box			
Ruins Gate		Tower of Ruins 10-1F_Ruins Gate			
		Tower of Ruins 10-2F_Bulletin Board			
		Tower of Ruins 10-2F_Treasure Box			
Ruins Gate		Tower of Ruins 10-2F_Ruins Gate			
		Tower of Ruins 10-3F_Bulletin Board			
		Tower of Ruins 10-3F_Treasure Box			
Ruins Gate		Tower of Ruins 10-3F_Ruins Gate			
Eran	Trapped Traveler	Tower of Ruins 10-2F_Suffering Travelor			
		Tower of Ruins 11F_Bulletin Board			
		Tower of Ruins 11F_Treasure Box			
Ruins Gate		Tower of Ruins 11F_Ruins Gate			
		Tower of Ruins 12F_Bulletin Board			
		Tower of Ruins 12F_Treasure Box			
Ruins Gate		Tower of Ruins 12F_Ruins Gate			
		Tower of Ruins 13F_Bulletin Board			
		Tower of Ruins 13F_Treasure Box			
Ruins Gate		Tower of Ruins 13F_Ruins Gate			
		Tower of Ruins 14F_Bulletin Board			
		Tower of Ruins 14F_Treasure Box			
Ruins Gate		Tower of Ruins 14F_Ruins Gate			
		Tower of Ruins 15-1F_Bulletin Board			
		Tower of Ruins 15-1F_Treasure Box			
Ruins Gate		Tower of Ruins 15-1F_Ruins Gate			
		Tower of Ruins 15-2F_Bulletin Board			
		Tower of Ruins 15-2F_Treasure Box			
Ruins Gate		Tower of Ruins 15-2F_Ruins Gate			
		Tower of Ruins 15-3F_Bulletin Board			
		Tower of Ruins 15-3F_Treasure Box			
Ruins Gate		Tower of Ruins 15-3F_Ruins Gate			
		Tower of Ruins 15-4F_Bulletin Board			
		Tower of Ruins 15-4F_Treasure Box			
Ruins Gate		Tower of Ruins 15-4F_Ruins Gate			
		Tower of Ruins 16F_Bulletin Board			
		Tower of Ruins 16F_Treasure Box			
Ruins Gate		Tower of Ruins 16F_Ruins Gate			
		Tower of Ruins 17F_Bulletin Board			
		Tower of Ruins 17F_Treasure Box			
Ruins Gate		Tower of Ruins 17F_Ruins Gate			
		Tower of Ruins 18F_Bulletin Board			
		Tower of Ruins 18F_Treasure Box			
Ruins Gate		Tower of Ruins 18F_Ruins Gate			
		Tower of Ruins 19F_Bulletin Board			
		Tower of Ruins 19F_Treasure Box			
Ruins Gate		Tower of Ruins 19F_Ruins Gate			
		Tower of Ruins 20-1F_Bulletin Board			
		Tower of Ruins 20-1F_Treasure Box			
Ruins Gate		Tower of Ruins 20-1F_Ruins Gate			
		Tower of Ruins 20-2F_Bulletin Board			
		Tower of Ruins 20-2F_Treasure Box			
Ruins Gate		Tower of Ruins 20-2F_Ruins Gate			
		Tower of Ruins 20-3F_Bulletin Board			
		Tower of Ruins 20-3F_Treasure Box			
Ruins Gate		Tower of Ruins 20-3F_Ruins Gate			
		Tower of Ruins 20-4F_Bulletin Board			
		Tower of Ruins 20-4F_Treasure Box			
Ruins Gate		Tower of Ruins 20-4F_Ruins Gate			
		Tower of Ruins 20-5F_Bulletin Board			
		Tower of Ruins 20-5F_Treasure Box			
Ruins Gate		Tower of Ruins 20-5F_Ruins Gate			
Mysterious Treasure		Tower of Ruins Mysterious Treasure			
					
					
					
					
					
					
					
					
					
					
Kirin Reiner	Five Origin  Kirin - Earth Kirin	Beginner's Village			
Kirin Reiner	Five Origin  Kirin - Earth Kirin	Beginner's Village			
Kirin Reiner	Five Origin  Kirin - Earth Kirin	Holy Crater			
Kirin Reiner	Five Origin  Kirin - Earth Kirin	Thunder Hill			
Kirin Reiner	Five Origin  Kirin - Earth Kirin	San Joel			
Kirin Reiner	Five Origin  Kirin - Earth Kirin	Oasis			
					
					
					
					
					
Cauchy	Map Instructor	Beginner's Village NPCP0038			
Lava	Item Master	Beginner's Village NPCP0025			
Miyabi	Skill Instructor	Beginner's Village NPCP0001			
Tarisha	Log Instructor	Beginner's Village NPCP0013			
Meowgel	Newbie Helper	Trial Field  npce0102			
Meowgel	Newbie Helper	Area npce0102	Do you want to know about the quest progress?	Do you know how to follow the quest?	
Meowgel	Newbie Helper	Trial Field  npce0102			
Meowgel	Newbie Helper	Trial Field  npce0102			
Harpy		Beginner's Village  NPCE0099			
Fullmoon Man		Beginner's Village  NPCE0100			
Ghost		Beginner's Village  NPCE0101			
Meowtan		Beginner's Village  NPCE0103	Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan		Meteor Pit  NPCE0103	Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan		Thunder Hill  NPCE0103	Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan		Seal Tower  NPCE0103	Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowgel	Newbie Helper	Area npce0102	Do you want to know your Quest progress?	Do you know how to complete the quest?	
Meowgel	Prize Exchange		You can exchange event prizes here!	You can exchange event prizes here!	
					
					
					
					
Meowgel	Event Npc	OB In Game Event npce0102	Want to try your luck? You can get some serious coins!	Want to try your luck? You can get some serious coins!	
Meowtan		Ghost Land	Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan		Star Pier	Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan		Shell Pier	Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan		San Joel	Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan			Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan			Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan			Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowtan			Would you like to mark this spot as Home?	Would you like to mark this spot as Home?	
Meowgel					
Pumpkin Fiend 				
Pumpkin Fiend					
Pumpkin Fiend					
Pumpkin Fiend					
Pumpkin Fiend					
Pumpkin Farmer					
Pumpkin Farmer					
Pumpkin Farmer					
Pumpkin Farmer					
Pumpkin Farmer					
Old Witch					
Old Witch					
Old Witch					
Old Witch					
Old Witch					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Event Staff					
Old Witch					
Old Witch					
Old Witch					
Old Witch					
Old Witch					
Old Witch					
Old Witch					
Old Witch					
Cupid	Lost Eros	2010 Pink Valentine's Day individual scene npce0270	Sigh, love.	Eros is no more than just a name.	
Lynas	Priestess	2010 white Valentine's day individual scene npce0270	Hello!	Glad to see you again,	What can I do for you?
Cupid	Lost Eros	Holy Crater 2010 Pink Valentine's Day	Where does Cupid's arrow go?	The arrow goes to the boy's heart.	The boy's heart is pumping. Lover's whisper...
Cupid	Lost Eros	Thunder Hill 2010 Pink Valentine's Day	Where does Cupid's arrow go?	The arrow goes to the girl's heart	The girl's heart is pumping. Lover's whisper...
Cupid	Lost Eros	San Joel 2010 Pink Valentine's Day	Where does Cupid's arrow go?	The arrow goes to the boy's heart!	The boy's heart is pumping. Lover's whisper...
Cupid	Lost Eros	oasis 2010 Pink Valentine's Day	Where does Cupid's arrow go?	The arrow goes to the girl's heart!	The girl's heart is pumping. Lover's whisper...
Cupid	Lost Eros	Beginner's Village 2010 Pink Valentine's Day	I... I want...	I want you... I want your... I want your love...	Why don't you come over?..
Lynas	Priestess	Holy Crater 2010 Pink Valentine's Day	Why do you stare me like that?	Even though I am born beautiful, I'm still easy going.	Stop staring... I know its hard.
Lynas	Priestess	Thunder Hill 2010 Pink Valentine's Day	Why don't you look at me?	Aren't you afraid of being yelled at? Think about why!	Stop staring at me like a piece of meat!
Lynas	Priestess	San Joel 2010 Pink Valentine's Day	Why do you stare me like that?	Even though I am born beautiful, I'm still easy going.	Stop staring... I know its hard.
Lynas	Priestess	oasis 2010 Pink Valentine's Day	Why don't you look at me?	Aren't you afraid of being yelled at? Think about why!	Stop staring at me like a piece of meat!
Lynas	Priestess	Beginner's Village 2010 Pink Valentine's Day	I used to sneeze for no reason every Valentine's day.	Maybe it's another pursuer thinking of me.	Or is it another girl is jealous of me?
Cupid	Lost Eros	Holy Crater 2010 White Valentine's day	(scream) Ah Ah!	(scream) What happened to you? Ah ah!	
Cupid	Lost Eros	Thunder Hill 2010 White Valentine's day	(scream) Ahh!	(scream) What happened to you? Ah ah!	
Cupid	Lost Eros	San Joel 2010 White Valentine's day	(scream) Ahh!	(scream) What happened to you? Ah ah!	
Cupid	Lost Eros	oasis 2010 White Valentine's day	(scream) Ahh!	(scream) What happened to you? Ah ah!	
Cupid	Lost Eros	Beginner's Village 2010 White Valentine's day	(scream) Ahh!	(scream) What happened to you? Ah ah!	
Cupid	Lost Eros	trail field 2010 lover's ending song	If this is what love is about,	Should I leave or stay?	
Cupid	Lost Eros	Holy Meteor Plateau 2010 lover's ending song	If this is what love is about,	Should I leave or stay?	
Jack Foberts	Fugitive	Meteor Pit 2009 Halloween npcp0233	Ghost Castle¡K	Hero!  I have some information I need to tell you!  Come over here quickly!	
Jack Foberts	Fugitive	Thunder Hill 2009 Halloween npcp0233	Ghost Castle¡K	Hero!  I have something I need to tell you!  Come over here quickly!	
Abnormal World Stele	Abnormal World Passage	Meteor Pit 2009 Halloween npcp0233			
Abnormal World Stele	Abnormal World Passage	Thunder Hill 2009 Halloween npcp0233			
Shadow of Jack	Projection from the Abnormal World	Ghost Castle 2009 Halloween npc0233	Ghost Castle¡K	Hero!  I have some information I need to tell you!  Come over here quickly!	
					
					
					
					
					
					
					
					
Pumpkin Boy	Halloween Envoy				
Pumpkin Boy	Halloween Envoy				
Pumpkin Boy	Halloween Envoy				
Skeleton Boy	Halloween Envoy				
Ray	X'mas Ambassador				
Santa's Helper	X'mas Ambassador				
Santa Claus	X'mas Ambassador				
Commander Rick	X'mas Ambassador				
Santa Claus	X'mas Special Ambassador				
Santa's Helper	X'mas Bully				
Santa's Helper	X'mas Agent				
Santa's Helper	X'mas Agent				
Santa's Helper	X'mas Agent				
Ray	X'mas Ambassador				
Bella		Do you want to leave the Full House?			
Bella		Do you want to enter Full House?			
Alexander		Can someone help me make some chocolates?			
Frederick		Can someone help me make some chocolates?			
Freya			Um, umm, um, umm..		
Bella		Do you want to enter Full House?			
Alexander		Can someone help me make some chocolates?			
Frederick		Can someone help me make some chocolates?			
Freya			Um, umm, um, umm..		
Bella		Do you want to enter Full House?			
Alexander		Can someone help me make some chocolates?			
Frederick		Can someone help me make some chocolates?			
Freya			Um, umm, um, umm..		
					
					
					
					
Bella		Do you want to enter Full House?			
Mother of Chestnut		Please deliver these clothes to Chestnut.			
Mother of Chestnut		Please deliver these clothes to Chestnut.			
Chestnut		"Entering independent zone ""Abandoned Botanic Garden"""			
Strange Hill		Planting carnations			
Spectral Spirit flower		"Leaving independent zone ""Abandoned Botanic Garden"""			
					
					
					
					
Shining Cat	Lucky Star		I am a cat! Meow~ A Shining Cat!		
Shining Cat	Lucky Star		I am a cat! Meow~ A Shining Cat!		
Shining Cat	Lucky Star		I am a cat! Meow~ A Shining Cat!		
Shining Cat	Lucky Star		I am a cat! Meow~ A Shining Cat!		
Swaryo's Mom		BS court			
Oyone		Meteor Pit (Boys Day Event NPC)			
Oyone		Thunder Hill (Boys Day Event NPC)			
Oyone		San Joel (Boys Day Event NPC)			
Oyone		Mirage Oasis  (Boys Day Event NPC)			
Shu		Meteor Pit (Boys Day Event NPC)			
Houshu	Bright Shadow School Advisor	Beginner's Village NPCP0070	People who are worried about their skills should come to me!		
Houshu	Bright Shadow School Advisor	Meteor Pit NPCP0070	People who are worried about their skills should come to me!		
Houshu	Bright Shadow School Advisor	Thunder Hill NPCP0070	People who are worried about their skills should come to me!		
Houshu	Bright Shadow School Advisor	San Joel NPCP0070	People who are worried about their skills should come to me!		
Houshu	Bright Shadow School Advisor	Mirage Oasis  NPCP0070	People who are worried about their skills should come to me!		
Raikou	Bright Shadow Student Advisor	Beginner's Village NPCP0072	People who want to know the results of their training should come to me!		
Raikou	Bs School Student Advisor	Meteor Pit NPCP0072	People who want to know the results of their training should come to me!		
Raikou	Bs School Student Advisor	Thunder Hill NPCP0072	People who want to know the results of their training should come to me!		
Macy	Bs Wrap - Tailor	Thunder Shirne NPCP0071	Are you training your pupils well?	Can you be a good role model for the pupils?	To outstanding masters I will grant the Master License!
Macy	Bs Wrap - Tailor	Star Pier NPCP0071	Are you training your pupils well?	Can you be a good role model for the pupils?	To outstanding masters I will grant the Master License!
Macy	Bs Wrap - Tailor	Shell Pier NPCP0071	Are you training your pupils well?	Can you be a good role model for the pupils?	To outstanding masters I will grant the Master License!
Macy	Bs Wrap - Tailor	Heaven Shirne NPCP0071	Are you training your pupils well?	Can you be a good role model for the pupils?	To outstanding masters I will grant the Master License!
Melose	Rich Business	09_sep_JPEventNPC_Metero Pit			
Horuye	Alchemist	09_sep_JPEventNPC_Spiritual Land			
Alchemy Pan		09_sep_JPEventNPC_Spiritual Land			
Mushroom		09_sep_JPEventNPC_Mystery Cave			
Mushroom		09_sep_JPEventNPC_Mystery Cave			
Mushroom		09_sep_JPEventNPC_Mystery Cave			
Mushroom		09_sep_JPEventNPC_Mystery Cave			
Screen Mushroom		09_sep_JPEventNPC_Mystery Cave			
Shiny Alchemy Pan		09_sep_JPEventNPC_Spiritual Land			
Charlie	Twin Creeples	Meteor Pit NPCO0027			
Carly	Twin Creeples	Meteor Pit NPCO0027			
Ronboskov	Gossip Old Neighbor	Meteor Pit NPCO0035			
Balskov	Retired Scientist	Meteor Pit NPCU0022			
Kisi	Noob Mage	Thunder Hill NPCP0038			
Sosin	Villager	Thunder Hill NPCP0004			
Quan	Cute Girl Villager	Thunder Hill NPCU0010			
Riva	Spirit Medium Cute Girl	Thunder Hill NPCU0012			
					
					
					
Bluha		KR mad cow NPCU0026			
Mad Cow Remains		KR mad cow leaving individual scene NPCE0160			
Rotiboy		KR graduate ROTIBOY			
Rotiboy		KR graduate ROTIBOY leaving individual scene			
Daltanian Cat	Beta event	Beta event			
Grasping Cat	Beta event	Beta event			
Floren Cat	Beta event	Beta event			
Tibetan Cat	Beta event	Beta event			
Preacher Cat	Beta event	Beta event			
Thanksgiving Goddess	Section Thanksgiving	Section Thanksgiving			
Thanksgiving Goddess	Section Thanksgiving	Section Thanksgiving			
Daltanian	Preacher	Trial Cave npcf0051	Do you want to go to Meteor Pit?	Do you want to go to Thunder Hill?	You want to get out of here? That's fine too.
Floren	Preacher	Meteor Pit npcp0058	People who want to go to Beginner's Village, come here!	People who want to go to Beginner's Village, come here!	
Yumilia	Preacher	Thunder Hill npcp0058	People who want to go to Beginner's Village, come here!	People who want to go to Beginner's Village, come here!	
Yoyoyo Yota	The Eventer	Event teleport npcf0053			
Popopo Pola	The Eventer	Event exchange npcf0046			
Kamiren	Preacher	Spiritual Church B1 Mission  5 74  npcu0011	You want to get out of here? That's fine too.	People who want to go to Thunder Hill come to me!	
Demilia	Preacher	Crystal Altar Mission  4 npcp0014	You want to get out of here? That's fine too.	People who want to go to Meteor Pit come to me!	
Toganian	Preacher	Spiritual Church B1 Mission Corpse Church Black Wind Cave Spirited Away Deep npcu0026	People who want to go to Fujin's Field come to me!	People who want to go to Saint Field come to me!	You want to get out of here? That's fine too.
Stilanian	Preacher	Crystal Altar Mission Corpse Church Black Wind Cave Spirited Away Deep npcp0034	People who want to go to Fujin's Field come to me!	People who want to go to Saint Field come to me!	You want to get out of here? That's fine too.
Azan	Sailor	Shell Pier npco174	Do you want to go to the Star Pier, crossing the river?	Do you want to go to the Star Pier, crossing the river?	
Ayu	Sailor	Star Pier npco174	Do you want to go to the Shell Pier, crossing the river?	Do you want to go to the Shell Pier, crossing the river?	
Rivia	Preacher	St. Louis Church  npcu0011	You want to get out of here? That's fine too.	People who want to go to Meteor Pit come here!	
Lilia	Preacher	St. Louis Church  npcp0014	You want to get out of here? That's fine too.	You want to get out of here? That's fine too.	
Lilian	Preacher	St. Louis Church  npcp0013	You want to get out of here? That's fine too.	You want to get out of here? That's fine too.	
					
					
					
Sand Fountain Rush	Oasis Ambassador		Wishing Egg	May all your dreams come true!	You wish, I dish. Sometimes.
Lilibo	Preacher	Mirage Oasis  Mission 5 JP 74	You want to get out of here? That's fine too.	You want to go to Thunder Hill? Come to my place!	You want to go to San Joel? Come to my place!
Liligo	Preacher	Mirage Oasis  Mission Nam's Grave	You want to get out of here? That's fine too.	You want to go to Mystique Pyramid? Come to my place!	
Liliga	Preacher	Mirage Oasis  Mission Vampire Castle	You want to get out of here? That's fine too.	You want to go to Vampire Castle? Come to my place!	
Lilida	Preacher	Mirage Oasis  Mission Underworld Castle	You want to get out of here? That's fine too.	You want to go to Underworld Castle? Come to my place!	
Liten	Preacher	Thunder Hill Mission Mirage Oasis	You want to get out of here? That's fine too.	You want to go to Mirage Oasis? Come to my place!	
Gris	Preacher	San Joel Mission Mirage Oasis	You want to get out of here? That's fine too.	You want to go to Mirage Oasis? Come to my place!	
Lilif	Preacher	Mirage Oasis  Mission Sandfall Maze NorthSouth	You want to get out of here? That's fine too.	You want to go to Sandfall Maze? Come to my place!	
Liyan	Preacher	Mirage Oasis  Mission Amethyst Cave NorthSouth	You want to get out of here? That's fine too.	You want to go to Amethyst Cave? Come to my place!	
Lisan	Preacher	Mirage Oasis  Mission Waterfall Tunnel NorthSouth	You want to get out of here? That's fine too.	You want to go to Waterfall Tunnel? Come to my place!	
Lottery Prince	Miracle Prince	everyday lottery (Holy Crater) npcp0187	Big prizes, get your favorites!	Get more, Win more--there's nothing to lose!	Everyday there's a new surprise!
Lottery Prince	Miracle Prince	everyday lottery (Thunder Hill) npcp0187	Big prizes, get your favorites!	get more win more, nothing to lose!	Everyday there's a new surprise!
Lottery Prince	Miracle Prince	everyday lottery (oasis) npcp0187	Big prizes, get your favorites!	Get more, Win more--there's nothing to lose!	Everyday there's a new surprise!
Tyrant's Soldier		king election (Beginner's Village) npc	Experience the fun of an election.	A simple trail, a fruitful experience.	Come and enjoy the election!
Supreme Judge		king election (individual scene) npc			
Moon Fairy		Holy Crater	My beloved Moon Rabbit is so cute. It always runs around!	It's the mid-autumn festival, let's BBQ!	
Moon Chaser		Holy Plateau	In order to save the environment, we should plant trees before we use them as clubs!	It's the mid-autumn festival, my charcoal is on sale!	
Cute Moon Rabbit		individual scene-ghost party			
Bloody Wolfman		individual scene-ghost party			
Hairy Creature	Event Planner	Holy Crater	Want to look like a rabbit?	I'll trade you the costume for your BBQ! Looks so tasty...	
Pond Goddess		individual scene-foggy pond			
Pond Goddess		individual scene-foggy pond			
